,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,id
72771,72771.0,Female,Loyal Customer,48.0,Business travel,Business,2269.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,satisfied,4107
46378,46378.0,Male,disloyal Customer,25.0,Business travel,,1127.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,0.0,0.0,satisfied,90132
45971,45971.0,Male,Loyal Customer,42.0,Business travel,Business,3682.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,116.0,128.0,satisfied,5606
100449,100449.0,Female,Loyal Customer,34.0,Business travel,Business,3290.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,0.0,0.0,satisfied,92677
35903,35903.0,Male,Loyal Customer,44.0,Personal Travel,Eco,789.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,1.0,43.0,19.0,neutral or dissatisfied,14397
30475,30475.0,Female,disloyal Customer,30.0,Business travel,Business,993.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,10.0,13.0,neutral or dissatisfied,98619
25541,25541.0,Female,disloyal Customer,27.0,Business travel,Business,954.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,47130
6117,6117.0,Female,Loyal Customer,50.0,Business travel,Eco,1065.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,42.0,24.0,satisfied,37836
77721,77721.0,Female,disloyal Customer,47.0,Business travel,Eco,447.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,0.0,0.0,neutral or dissatisfied,49473
101172,101172.0,Male,Loyal Customer,46.0,Personal Travel,Eco,1042.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,neutral or dissatisfied,15151
21195,21195.0,Male,Loyal Customer,18.0,Personal Travel,Eco,919.0,5.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,satisfied,110444
14770,14770.0,Female,Loyal Customer,53.0,Business travel,Eco,84.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,satisfied,20449
7340,7340.0,Female,Loyal Customer,53.0,Business travel,Business,1921.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,0.0,7.0,satisfied,31922
87740,87740.0,Male,Loyal Customer,54.0,Personal Travel,Business,157.0,2.0,4.0,0.0,3.0,3.0,5.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,76.0,69.0,neutral or dissatisfied,44170
87813,87813.0,Female,Loyal Customer,23.0,Personal Travel,Eco,762.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,0.0,0.0,neutral or dissatisfied,79705
1478,1478.0,Female,Loyal Customer,58.0,Business travel,Business,2255.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,9.0,satisfied,108583
88601,88601.0,Female,Loyal Customer,43.0,Personal Travel,Eco,1187.0,1.0,4.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,12.0,neutral or dissatisfied,8482
34546,34546.0,Male,Loyal Customer,41.0,Personal Travel,Eco,1723.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,6.0,2.0,neutral or dissatisfied,71881
56284,56284.0,Female,Loyal Customer,35.0,Personal Travel,Eco,1471.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,16.0,0.0,neutral or dissatisfied,67354
78594,78594.0,Male,Loyal Customer,49.0,Business travel,Business,2383.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,29.0,43.0,satisfied,9030
79896,79896.0,Female,Loyal Customer,21.0,Business travel,Business,834.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,0.0,3.0,satisfied,29240
40861,40861.0,Male,Loyal Customer,44.0,Business travel,Business,895.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,59743
31271,31271.0,Female,Loyal Customer,23.0,Business travel,Business,1646.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,0.0,0.0,satisfied,20912
35129,35129.0,Male,Loyal Customer,36.0,Personal Travel,Eco,691.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,neutral or dissatisfied,25349
90617,90617.0,Female,Loyal Customer,58.0,Business travel,Business,,2.0,1.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,84.0,113.0,neutral or dissatisfied,49928
13069,13069.0,Female,disloyal Customer,46.0,Business travel,Eco,1121.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,0.0,0.0,neutral or dissatisfied,38109
101514,101514.0,Male,Loyal Customer,58.0,Business travel,Business,2790.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,121863
21220,21220.0,Male,Loyal Customer,29.0,Business travel,Business,2049.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,117592
75233,75233.0,Female,Loyal Customer,43.0,Business travel,Eco,408.0,5.0,4.0,4.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,0.0,0.0,satisfied,1826
31932,31932.0,Male,Loyal Customer,44.0,Business travel,Business,3797.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,satisfied,83604
89957,89957.0,Female,Loyal Customer,49.0,Business travel,Business,1411.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,15.0,14.0,satisfied,95917
52823,52823.0,Female,Loyal Customer,43.0,Business travel,Business,1646.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,28.0,16.0,satisfied,98807
73138,73138.0,Male,Loyal Customer,36.0,Business travel,Eco,370.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,0.0,0.0,neutral or dissatisfied,52220
72984,72984.0,Female,Loyal Customer,50.0,Business travel,Business,1955.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,107318
97611,97611.0,Male,Loyal Customer,37.0,Business travel,Business,368.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,44.0,36.0,neutral or dissatisfied,101053
72458,72458.0,Male,Loyal Customer,63.0,Personal Travel,Eco Plus,1182.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,1.0,61.0,138.0,satisfied,36891
67500,67500.0,Male,disloyal Customer,20.0,Business travel,Eco,612.0,2.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,0.0,neutral or dissatisfied,70942
84499,84499.0,Female,Loyal Customer,69.0,Personal Travel,Business,558.0,3.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,47260
69619,69619.0,Female,Loyal Customer,67.0,Personal Travel,Eco,164.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,17.0,27.0,neutral or dissatisfied,1226
27286,27286.0,Male,Loyal Customer,59.0,Personal Travel,Eco,190.0,1.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,neutral or dissatisfied,65155
2789,2789.0,Female,Loyal Customer,9.0,Personal Travel,Eco,1299.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,81354
16997,16997.0,Male,disloyal Customer,29.0,Business travel,Eco,762.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,69.0,43.0,neutral or dissatisfied,79599
55200,55200.0,Female,Loyal Customer,54.0,Business travel,Business,936.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,2.0,0.0,satisfied,65765
78486,78486.0,Female,Loyal Customer,60.0,Business travel,Business,3814.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,0.0,satisfied,16481
14300,14300.0,Female,disloyal Customer,26.0,Business travel,Business,160.0,3.0,0.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,neutral or dissatisfied,9093
63454,63454.0,Female,disloyal Customer,27.0,Business travel,Eco,1067.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,neutral or dissatisfied,69910
72519,72519.0,Male,Loyal Customer,51.0,Personal Travel,Eco,296.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,117367
33508,33508.0,Female,disloyal Customer,15.0,Business travel,Eco Plus,1670.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,15.0,8.0,neutral or dissatisfied,106460
31508,31508.0,Female,Loyal Customer,34.0,Business travel,Business,2499.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,satisfied,90359
91757,91757.0,Male,Loyal Customer,47.0,Business travel,Business,1979.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,,3.0,5.0,3.0,0.0,0.0,satisfied,83242
86701,86701.0,Male,Loyal Customer,61.0,Personal Travel,Eco Plus,484.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,neutral or dissatisfied,86881
64460,64460.0,Male,Loyal Customer,42.0,Business travel,Business,3612.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,13.0,17.0,satisfied,71534
26237,26237.0,Male,Loyal Customer,19.0,Business travel,Business,3596.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,19.0,16.0,satisfied,56548
93134,93134.0,Male,Loyal Customer,58.0,Business travel,Business,589.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,13.0,8.0,neutral or dissatisfied,53196
53614,53614.0,Male,Loyal Customer,22.0,Personal Travel,Business,612.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,1.0,8.0,4.0,neutral or dissatisfied,53163
46037,46037.0,Female,Loyal Customer,17.0,Personal Travel,Eco,2296.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,126879
101032,101032.0,Male,Loyal Customer,22.0,Business travel,Business,2215.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0,satisfied,56377
14696,14696.0,Male,Loyal Customer,45.0,Business travel,Business,3015.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,satisfied,59905
85566,85566.0,Female,Loyal Customer,32.0,Personal Travel,Eco,547.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,76680
98872,98872.0,Female,Loyal Customer,57.0,Business travel,Business,2830.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,11.0,8.0,satisfied,115130
82537,82537.0,Female,Loyal Customer,53.0,Personal Travel,Eco,972.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,0.0,0.0,neutral or dissatisfied,96658
61040,61040.0,Male,disloyal Customer,26.0,Business travel,Eco,101.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,32528
95994,95994.0,Male,Loyal Customer,57.0,Personal Travel,Eco,222.0,2.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,neutral or dissatisfied,45352
73802,73802.0,Female,Loyal Customer,59.0,Business travel,Business,3724.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,satisfied,4557
20130,20130.0,Male,Loyal Customer,69.0,Personal Travel,Eco Plus,1605.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,neutral or dissatisfied,60739
98545,98545.0,Male,Loyal Customer,42.0,Business travel,Business,3447.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,30.0,33.0,neutral or dissatisfied,128422
13773,13773.0,Female,Loyal Customer,48.0,Business travel,Eco,862.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,15.0,neutral or dissatisfied,54832
102621,102621.0,Male,Loyal Customer,52.0,Business travel,Business,190.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,77389
14897,14897.0,Female,Loyal Customer,62.0,Business travel,Business,325.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,11.0,11.0,satisfied,117123
52851,52851.0,Female,disloyal Customer,23.0,Business travel,Eco,838.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,87.0,99.0,neutral or dissatisfied,55632
92607,92607.0,Male,disloyal Customer,24.0,Business travel,Eco,674.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,3.0,5.0,5.0,21.0,5.0,neutral or dissatisfied,14438
80604,80604.0,Male,disloyal Customer,20.0,Business travel,Eco,1297.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,42.0,53.0,satisfied,106835
34057,34057.0,Female,Loyal Customer,39.0,Business travel,Business,3597.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,57.0,66.0,satisfied,37353
31363,31363.0,Female,Loyal Customer,38.0,Business travel,Business,1217.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,30.0,17.0,satisfied,66438
12400,12400.0,Male,Loyal Customer,32.0,Personal Travel,Eco,351.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,99191
31721,31721.0,Female,Loyal Customer,27.0,Business travel,Business,3169.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,38.0,29.0,neutral or dissatisfied,117445
80782,80782.0,Male,Loyal Customer,29.0,Business travel,Business,3273.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0,satisfied,79383
86595,86595.0,Male,disloyal Customer,30.0,Business travel,Business,1107.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,127259
90349,90349.0,Male,disloyal Customer,43.0,Business travel,Eco,95.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,neutral or dissatisfied,14795
94052,94052.0,Female,Loyal Customer,58.0,Business travel,Business,1668.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,satisfied,81154
74100,74100.0,Female,disloyal Customer,28.0,Business travel,Eco,362.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,11.0,1.0,neutral or dissatisfied,115276
577,577.0,Male,Loyal Customer,52.0,Business travel,Business,3496.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,satisfied,71012
958,958.0,Female,Loyal Customer,35.0,Business travel,Business,1834.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,satisfied,122143
31563,31563.0,Male,Loyal Customer,11.0,Personal Travel,Eco,2475.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,0.0,0.0,neutral or dissatisfied,129353
23273,23273.0,Female,disloyal Customer,25.0,Business travel,Business,577.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,11.0,7.0,neutral or dissatisfied,87260
38089,38089.0,Female,disloyal Customer,29.0,Business travel,Eco Plus,1436.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,neutral or dissatisfied,99880
97468,97468.0,Male,Loyal Customer,44.0,Personal Travel,Eco,646.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,21.0,14.0,neutral or dissatisfied,71161
52090,52090.0,Male,disloyal Customer,22.0,Business travel,Eco,226.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,21.0,25.0,neutral or dissatisfied,78948
19403,19403.0,Male,Loyal Customer,53.0,Business travel,Business,1773.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,satisfied,127610
71123,71123.0,Male,Loyal Customer,27.0,Business travel,Business,3030.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,0.0,0.0,satisfied,52074
88966,88966.0,Male,Loyal Customer,60.0,Business travel,Business,3216.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,satisfied,125851
56184,56184.0,Male,Loyal Customer,42.0,Business travel,Business,2488.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,90571
49586,49586.0,Female,Loyal Customer,19.0,Business travel,Eco Plus,458.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,0.0,neutral or dissatisfied,11460
76127,76127.0,Male,Loyal Customer,58.0,Business travel,Business,861.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,109457
1140,1140.0,Female,Loyal Customer,60.0,Personal Travel,Eco,589.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,54.0,84.0,neutral or dissatisfied,53231
84198,84198.0,Male,Loyal Customer,42.0,Business travel,Business,3375.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,50.0,40.0,satisfied,6451
4833,4833.0,Male,Loyal Customer,35.0,Business travel,Business,1773.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,satisfied,127582
47004,47004.0,Male,Loyal Customer,42.0,Business travel,Business,2752.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,11.0,1.0,satisfied,101940
103054,103054.0,Male,Loyal Customer,36.0,Business travel,Business,491.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,33.0,28.0,neutral or dissatisfied,97673
64066,64066.0,Male,Loyal Customer,58.0,Business travel,Business,3103.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,9.0,satisfied,114905
61772,61772.0,Male,Loyal Customer,36.0,Business travel,Business,2614.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,11.0,satisfied,120930
7168,7168.0,Female,disloyal Customer,12.0,Business travel,Eco,991.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,62.0,53.0,neutral or dissatisfied,111668
26058,26058.0,Male,Loyal Customer,36.0,Business travel,Business,2486.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,neutral or dissatisfied,92342
87603,87603.0,Female,Loyal Customer,44.0,Personal Travel,Eco,937.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,60003
22536,22536.0,Female,Loyal Customer,52.0,Personal Travel,Eco,296.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,211.0,213.0,neutral or dissatisfied,19946
3290,3290.0,Female,Loyal Customer,7.0,Personal Travel,Business,181.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,8631
45527,45527.0,Male,Loyal Customer,22.0,Personal Travel,Eco Plus,1562.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,0.0,0.0,neutral or dissatisfied,36147
99757,99757.0,Female,Loyal Customer,33.0,Personal Travel,Eco,677.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,31.0,30.0,neutral or dissatisfied,113181
14801,14801.0,Male,Loyal Customer,33.0,Business travel,Eco,101.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,7.0,satisfied,32427
5723,5723.0,Male,Loyal Customer,57.0,Business travel,Business,2134.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,126419
89799,89799.0,Female,Loyal Customer,40.0,Business travel,Eco,679.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,22.0,39.0,neutral or dissatisfied,27409
92562,92562.0,Female,Loyal Customer,53.0,Business travel,Business,373.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,1.0,satisfied,83947
53505,53505.0,Male,Loyal Customer,48.0,Business travel,Eco Plus,462.0,2.0,3.0,3.0,,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,21.0,17.0,neutral or dissatisfied,47999
89811,89811.0,Female,Loyal Customer,35.0,Business travel,Business,836.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,satisfied,93350
102050,102050.0,Female,Loyal Customer,19.0,Personal Travel,Eco,861.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,26.0,18.0,neutral or dissatisfied,68810
45926,45926.0,Female,disloyal Customer,42.0,Business travel,Business,1053.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,15.0,neutral or dissatisfied,109769
17676,17676.0,Male,Loyal Customer,19.0,Personal Travel,Eco,109.0,3.0,5.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,86.0,72.0,neutral or dissatisfied,50812
88830,88830.0,Female,Loyal Customer,18.0,Personal Travel,Eco,2475.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,,1.0,0.0,20.0,neutral or dissatisfied,80202
69964,69964.0,Male,disloyal Customer,23.0,Business travel,Business,199.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,satisfied,9634
42477,42477.0,Female,Loyal Customer,32.0,Personal Travel,Eco,90.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,125065
41853,41853.0,Female,disloyal Customer,37.0,Business travel,Eco,451.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,42263
8978,8978.0,Male,Loyal Customer,38.0,Business travel,Eco,1192.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,13.0,8.0,neutral or dissatisfied,63891
37227,37227.0,Male,Loyal Customer,56.0,Business travel,Eco Plus,370.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,neutral or dissatisfied,51834
