age,education,default,housing,loan,contact,duration,campaign,pdays,previous,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,poutcome_failure,poutcome_nonexistent,poutcome_success
26.0,6,1,0,0,1,143.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48.0,4,1,1,0,0,217.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,1,1,1,1,0,386.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,0,1,182.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.0,4,1,0,0,0,202.0,2,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26.0,6,1,0,0,0,182.0,1,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33.0,5,1,0,0,1,480.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
37.0,6,0,0,0,1,203.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27.0,6,1,1,0,1,670.0,4,1,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32.0,6,1,1,0,1,449.0,2,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.1498,2,1,1,0,1,249.0,5,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,3,0,1,0,1,176.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,5,1,1,1,1,191.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
48.0,6,1,0,0,1,66.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,6,1,0,1,0,100.0,4,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
48.0,4,1,0,0,0,601.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40.0,2,0,1,1,0,21.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18.0,4,1,0,0,1,256.0,2,0,2,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39.0,3,0,0,1,0,74.0,5,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,3,1,1,0,1,150.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,0,0,0,143.0,8,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34.0,3,1,0,1,1,45.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,6,1,0,0,0,541.0,19,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,6,1,1,0,0,218.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,5,1,1,0,1,105.0,3,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4,1,1,0,1,1088.0,3,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36.0,6,1,0,0,1,406.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39.0,6,0,0,0,1,307.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30.0,6,1,0,1,1,833.0,5,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,0,0,104.0,6,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
49.0,3,1,1,0,1,105.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38.0,3,1,0,0,1,158.0,5,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,1,992.0,2,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,2,0,1,0,0,54.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,1,1,0,0,0,206.0,6,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45.0,4,1,1,1,1,283.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.0,6,1,1,1,1,45.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.1498,5,1,1,0,1,246.0,1,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54.0,5,1,1,0,0,80.0,6,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36.0,3,0,1,0,1,14.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27.0,5,1,0,0,1,331.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
37.0,6,1,1,0,0,248.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
32.0,6,1,0,0,1,485.0,1,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
47.0,3,1,0,0,1,96.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,1,1,0,0,1,451.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,2,1,0,0,0,380.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.0,6,1,1,1,1,150.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30.0,6,1,0,0,1,37.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,4,1,1,0,0,574.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
40.1498,3,1,0,0,0,100.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52.0,1,0,1,0,0,84.0,3,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,5,1,0,0,0,394.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
55.0,5,1,0,0,1,71.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
32.0,4,1,0,0,1,111.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48.0,6,1,1,0,1,195.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
33.0,6,1,1,1,1,138.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.0,2,0,0,0,1,103.0,2,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53.0,6,1,1,0,0,16.0,28,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
41.0,6,1,1,0,1,140.0,1,0,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36.0,6,1,1,0,1,970.0,1,1,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55.0,4,0,0,0,1,123.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40.0,6,1,0,0,1,144.0,2,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
47.0,6,1,0,0,1,1642.0,2,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
47.0,6,1,0,0,0,186.0,9,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,1,0,0,0,1,185.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,3,1,1,0,1,343.0,2,1,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24.0,5,1,1,0,1,357.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36.0,6,1,1,0,1,182.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34.0,3,1,1,0,1,210.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,3,1,1,0,1,112.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,4,0,1,0,1,112.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34.0,5,1,1,0,1,126.0,1,0,4,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32.0,4,1,0,0,0,90.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47.0,5,0,1,0,0,15.0,11,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,5,1,0,0,1,182.0,1,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
33.0,6,1,0,0,1,120.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,3,0,0,0,0,455.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,6,0,0,1,1,140.0,4,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,1,0,1,0,0,855.0,4,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,6,1,1,0,1,73.0,1,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
28.0,6,1,1,1,1,217.0,1,1,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
37.0,2,1,0,0,0,181.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,6,1,0,1,0,107.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33.0,4,1,1,0,1,125.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,4,1,0,0,1,40.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.1498,6,1,1,1,1,225.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
41.0,6,1,1,0,1,95.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
57.0,6,0,1,0,0,529.0,4,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,4,0,0,0,1,262.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,0,0,17.0,25,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30.0,6,1,0,0,1,370.0,2,1,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
60.0,5,1,1,1,1,794.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
77.0,1,1,1,0,1,218.0,2,0,1,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34.0,6,1,1,1,0,86.0,4,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
44.0,1,0,0,0,0,124.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,5,0,1,0,1,17.0,7,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30.0,6,1,1,0,1,13.0,23,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,4,1,0,0,0,185.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,1,0,0,1,1,68.0,3,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,3,1,0,0,0,109.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53.0,1,0,0,0,0,317.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78.0,6,1,1,0,1,203.0,1,1,1,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
57.0,6,1,0,0,1,105.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72.0,6,1,1,1,1,589.0,3,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
55.0,6,0,1,0,1,80.0,5,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31.0,6,1,1,1,1,95.0,7,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,6,1,0,1,1,141.0,2,0,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31.0,6,1,1,0,0,569.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27.0,4,1,0,0,1,93.0,1,0,3,no,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
41.0,6,0,1,0,1,400.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,4,1,0,0,1,220.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29.0,5,1,1,0,1,170.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50.0,4,1,0,0,0,205.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,1,1,0,0,1,182.0,1,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
35.0,4,1,0,0,1,151.0,1,0,1,yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59.0,5,1,0,0,0,291.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33.0,4,1,1,0,1,201.0,1,1,1,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46.0,5,1,1,0,1,1368.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
66.0,6,1,0,0,1,679.0,1,0,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27.0,6,1,1,0,1,665.0,4,0,2,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30.0,4,1,0,1,1,68.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
64.0,1,1,1,1,0,211.0,2,0,2,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
36.0,3,1,1,0,1,284.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,2,1,1,0,1,142.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48.0,6,1,1,0,1,321.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,1,0,0,0,1,160.0,6,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,4,1,1,1,0,63.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,0,1,23.0,6,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
40.1498,3,1,1,0,0,236.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,4,1,1,0,1,116.0,5,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
30.0,3,1,1,0,1,89.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28.0,6,1,0,0,0,215.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34.0,4,1,1,0,0,562.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,5,1,1,0,1,125.0,4,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
52.0,4,1,0,0,1,96.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31.0,5,0,1,0,1,84.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34.0,4,1,0,0,1,135.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,6,1,0,0,1,301.0,3,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39.0,6,1,1,0,0,58.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45.0,1,0,0,0,1,791.0,5,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,5,1,1,0,1,67.0,1,0,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27.0,4,0,0,0,0,182.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40.1498,1,1,1,0,1,458.0,1,1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,1,1,0,0,1,197.0,4,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38.0,6,1,1,0,1,118.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,6,0,0,0,0,338.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,4,1,1,0,0,130.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.1498,6,1,0,0,1,17.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43.0,4,1,0,0,0,207.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39.0,4,0,0,0,0,2033.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
50.0,6,1,0,0,1,206.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20.0,4,1,0,0,1,187.0,2,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
38.0,6,0,0,0,0,257.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29.0,2,1,1,0,0,83.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39.0,6,1,1,0,0,1521.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,0,0,1,222.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,1,1,0,0,0,651.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29.0,6,1,1,0,1,67.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,6,1,0,0,1,122.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31.0,3,1,1,1,1,33.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,3,1,0,0,1,182.0,6,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,6,0,1,0,1,1012.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,3,1,0,0,1,1130.0,2,1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
71.0,1,1,0,0,1,117.0,3,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,6,1,0,0,1,133.0,4,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36.0,6,1,0,0,1,112.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,4,1,0,0,1,218.0,6,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,5,1,0,0,0,84.0,4,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
53.0,1,1,1,0,0,136.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,6,1,0,1,0,125.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,6,1,1,0,1,447.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,6,1,1,0,1,182.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26.0,4,1,1,0,1,445.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43.0,6,0,1,0,0,363.0,4,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
55.0,4,1,1,0,1,182.0,1,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21.0,4,1,0,0,1,110.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34.0,6,1,1,0,1,54.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,3,1,0,0,0,93.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,5,1,0,0,0,883.0,1,1,1,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,4,0,1,1,1,17.0,6,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40.1498,4,1,0,0,1,565.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51.0,4,1,1,0,1,69.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,1,1,0,0,0,49.0,3,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,4,1,0,0,1,786.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.0,4,0,1,0,0,54.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40.1498,1,1,1,0,0,150.0,2,1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,6,1,1,0,1,227.0,2,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.0,6,1,1,0,1,86.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,2,0,1,1,1,165.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,0,0,986.0,1,0,3,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46.0,6,1,1,0,1,458.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,6,1,0,0,1,165.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,6,0,1,0,0,182.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,5,1,0,0,1,1051.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47.0,4,1,1,1,1,502.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36.0,3,1,0,0,1,153.0,2,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52.0,6,0,1,1,0,248.0,3,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,3,1,1,1,0,22.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
33.0,5,1,1,0,0,219.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40.0,4,0,1,0,1,94.0,4,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
56.0,1,1,1,0,1,81.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,2,1,0,0,0,255.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51.0,5,1,1,0,1,300.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
33.0,6,1,0,0,1,145.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,6,1,1,0,1,226.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,4,0,1,0,0,25.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
51.0,1,0,1,0,1,586.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,5,0,1,1,1,127.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,3,0,0,0,1,189.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,4,1,0,0,0,143.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24.0,4,1,0,0,1,797.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51.0,3,0,1,0,1,35.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,6,1,1,0,1,189.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
41.0,3,1,1,0,1,313.0,4,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,0,0,273.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
