Customer,State,Response,Coverage,Education,Effective To Date,Gender,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,EmploymentStatus,Income
UH93563,California,No,Basic,College,2/24/2011,M,Suburban,Married,67.0,2.0,13.0,0.0,6.0,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small,Employed,42871
GD57363,California,No,Basic,College,2/27/2011,M,Rural,Married,65.0,23.0,64.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,98.354737,Four-Door Car,Medsize,Employed,38795
LU36517,California,No,Premium,Bachelor,1/19/2011,M,Suburban,Single,112.0,25.0,69.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,806.4,Two-Door Car,Small,Unemployed,0
DO93657,California,No,Extended,Master,1/9/2011,M,Suburban,Married,91.0,6.0,6.0,1.0,8.0,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize,Employed,57134
EF41225,California,No,Extended,,2/19/2011,F,Suburban,Married,121.0,12.0,38.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize,Employed,40711
CY97519,California,No,Basic,College,2/9/2011,M,Suburban,Married,63.0,3.0,73.0,2.0,2.0,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small,Employed,26334
FO36473,California,No,Basic,Bachelor,2/17/2011,F,Suburban,Married,116.0,0.0,68.0,4.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize,Employed,31414
OD66412,California,No,Basic,Doctor,2/6/2011,F,Rural,Married,62.0,31.0,10.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,Medsize,Employed,74423
IW54903,California,Yes,Basic,College,1/26/2011,F,Suburban,Married,66.0,16.0,77.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize,Unemployed,0
RF64040,California,No,Extended,Bachelor,1/3/2011,F,Rural,Married,128.0,23.0,27.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Call Center,150.952506,SUV,Medsize,Unemployed,0
CB17191,California,No,Extended,High School or Below,2/21/2011,F,Rural,Married,81.0,,26.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,128.57791,Four-Door Car,Medsize,Employed,30646
OI39301,California,No,Basic,High School or Below,2/2/2011,F,Suburban,Single,118.0,28.0,33.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medsize,Unemployed,0
VY90611,California,No,Basic,Master,1/27/2011,F,Suburban,Divorced,63.0,22.0,9.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small,Employed,28264
KF96171,California,No,Premium,High School or Below,2/23/2011,F,Suburban,Single,117.0,5.0,27.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize,Unemployed,0
IJ36435,California,No,Extended,College,1/24/2011,F,Urban,Married,79.0,10.0,22.0,0.0,8.0,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize,Unemployed,0
GX40957,California,No,Basic,College,2/22/2011,F,Suburban,Married,117.0,4.0,61.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,632.16097,Sports Car,Medsize,Employed,70187
RT36566,California,No,Basic,Bachelor,1/1/2011,F,Suburban,Divorced,67.0,20.0,16.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize,Employed,31006
ML38237,California,No,Basic,High School or Below,1/19/2011,F,Suburban,Married,119.0,12.0,57.0,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize,Unemployed,0
RR74547,California,No,Extended,High School or Below,2/23/2011,M,Suburban,Single,85.0,33.0,69.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,612.0,Four-Door Car,Large,Unemployed,0
PK26805,California,No,Basic,High School or Below,2/11/2011,M,Suburban,Married,71.0,19.0,14.0,1.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize,Employed,20371
KS36311,California,No,Basic,College,2/19/2011,F,Suburban,Married,68.0,22.0,7.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,402.456296,Four-Door Car,Small,Employed,39141
ZZ69693,California,No,Basic,High School or Below,1/23/2011,M,Suburban,Single,69.0,20.0,44.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large,Unemployed,0
FS70572,California,No,Extended,College,1/10/2011,M,Rural,Divorced,78.0,2.0,12.0,0.0,2.0,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small,Employed,76837
LN87823,California,No,Basic,High School or Below,1/9/2011,F,Suburban,Single,61.0,23.0,46.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Agent,643.877067,Four-Door Car,Medsize,Unemployed,0
XL81489,California,No,Premium,Bachelor,2/25/2011,F,Suburban,Single,197.0,6.0,22.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,1439.676002,Sports Car,Small,Unemployed,0
NQ32487,California,Yes,Basic,High School or Below,2/25/2011,F,Suburban,Single,101.0,7.0,54.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize,Retired,25147
XF60649,California,No,Basic,Bachelor,1/4/2011,F,Suburban,Single,106.0,5.0,32.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Medsize,Unemployed,0
VA95584,California,No,Basic,Master,1/20/2011,M,Suburban,Married,64.0,29.0,58.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small,Employed,34665
FN80010,California,No,Basic,Master,1/3/2011,F,Suburban,Divorced,112.0,16.0,4.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,578.175234,SUV,Medsize,Disabled,25404
QX22025,California,No,Basic,High School or Below,1/5/2011,F,Urban,Married,101.0,15.0,36.0,0.0,2.0,Corporate Auto,Corporate L1,Offer3,Branch,427.243803,SUV,Medsize,Employed,37025
ZU63258,California,No,Basic,Bachelor,1/19/2011,M,Suburban,Married,100.0,27.0,32.0,1.0,1.0,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,Unemployed,0
IC74050,California,No,Premium,High School or Below,1/19/2011,F,Suburban,Married,160.0,33.0,78.0,1.0,1.0,Personal Auto,,Offer1,Call Center,768.0,SUV,Medsize,Disabled,23939
JX80723,California,No,Extended,College,2/4/2011,M,Rural,Divorced,80.0,2.0,59.0,1.0,4.0,Personal Auto,Personal L1,Offer1,Branch,56.082107,Four-Door Car,Medsize,Employed,76673
CT50487,California,No,Basic,High School or Below,2/10/2011,F,Suburban,Married,71.0,14.0,35.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,484.728153,Two-Door Car,Medsize,Employed,55274
VT16570,California,No,Extended,College,1/20/2011,F,Rural,Divorced,86.0,15.0,67.0,0.0,8.0,Corporate Auto,Corporate L2,Offer1,Call Center,143.943749,Four-Door Car,Medsize,Employed,30324
YW94562,California,No,Basic,College,1/10/2011,F,Suburban,Married,63.0,13.0,3.0,1.0,7.0,Personal Auto,Personal L2,Offer1,Web,302.4,Four-Door Car,Medsize,Employed,31702
JG83075,California,No,Extended,College,2/21/2011,F,Suburban,Single,95.0,15.0,8.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,684.0,Four-Door Car,Medsize,Unemployed,0
SZ61563,California,No,Extended,Bachelor,1/21/2011,M,Urban,Divorced,132.0,0.0,71.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,521.444011,SUV,Medsize,Employed,70908
JO60130,California,Yes,Basic,High School or Below,1/6/2011,M,Urban,Married,73.0,5.0,85.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large,Employed,81082
BG55927,California,No,Premium,College,1/9/2011,F,Suburban,Married,108.0,7.0,19.0,1.0,2.0,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize,Disabled,17705
BS53322,California,No,Basic,High School or Below,1/6/2011,F,Urban,Married,118.0,18.0,47.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,463.457352,SUV,Small,Employed,77738
FZ13256,California,,,Bachelor,2/22/2011,F,Suburban,Single,72.0,18.0,41.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Web,366.277224,Four-Door Car,Medsize,Unemployed,0
CM38959,California,No,Basic,College,1/30/2011,F,Suburban,Married,66.0,18.0,15.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize,Employed,70311
FS38926,California,No,,Bachelor,2/22/2011,F,Rural,Married,239.0,17.0,80.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,538.229502,Luxury Car,Medsize,Employed,66022
EN31802,California,No,Basic,High School or Below,1/9/2011,M,Suburban,Married,101.0,31.0,23.0,2.0,2.0,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize,Employed,74140
TO18404,California,No,Extended,Bachelor,1/22/2011,F,Urban,Divorced,88.0,12.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,398.19284,Two-Door Car,Medsize,Employed,73604
VQ53427,California,No,Basic,College,1/14/2011,M,Suburban,Married,74.0,21.0,49.0,1.0,6.0,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize,Medical Leave,21855
OT50011,,No,Basic,Master,1/26/2011,F,Rural,Married,68.0,25.0,26.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize,Medical Leave,23305
OO96627,California,No,Extended,High School or Below,2/11/2011,M,,Single,98.0,23.0,46.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small,Unemployed,0
BN77676,California,No,Basic,High School or Below,1/5/2011,M,Suburban,Single,71.0,11.0,71.0,0.0,6.0,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize,Unemployed,0
JT64945,California,No,Basic,College,2/5/2011,F,Urban,Married,67.0,17.0,15.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,189.869329,Four-Door Car,Medsize,Employed,65024
BO58202,California,No,Basic,Bachelor,1/13/2011,F,Rural,Single,67.0,7.0,61.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize,Disabled,22590
UR71715,California,No,Extended,College,1/16/2011,M,Suburban,Single,91.0,3.0,57.0,,1.0,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small,Unemployed,0
GM84292,California,No,Extended,Master,1/13/2011,F,Suburban,Married,92.0,17.0,62.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize,Employed,38401
DW20514,California,No,Basic,College,1/17/2011,M,Suburban,Married,112.0,15.0,63.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,585.069825,SUV,Small,Disabled,25539
WZ45123,California,Yes,Premium,Master,1/26/2011,M,Rural,Married,119.0,25.0,89.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,Employed,60880
LW11571,California,No,Basic,Bachelor,2/7/2011,M,Suburban,Divorced,67.0,4.0,5.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Small,Employed,87313
TI48450,California,No,Basic,College,2/15/2011,M,Suburban,Married,68.0,33.0,86.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Call Center,481.113765,Two-Door Car,Medsize,Employed,23916
CZ62883,California,No,Extended,Bachelor,1/7/2011,F,Suburban,Married,95.0,35.0,50.0,0.0,2.0,Corporate Auto,Corporate L2,Offer2,Call Center,456.0,Four-Door Car,Medsize,Employed,34854
BY88565,California,No,Basic,College,2/23/2011,F,Suburban,Divorced,66.0,20.0,47.0,0.0,6.0,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,Medsize,Employed,48203
EB61889,California,No,Extended,High School or Below,2/28/2011,M,Suburban,Divorced,126.0,23.0,52.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Call Center,886.033554,Sports Car,Medsize,Medical Leave,25322
GX22027,California,No,Basic,Bachelor,2/4/2011,F,Suburban,Married,63.0,11.0,53.0,1.0,9.0,Personal Auto,Personal L2,Offer1,Branch,302.4,Two-Door Car,Medsize,Medical Leave,16656
BN91755,California,No,Extended,Master,1/30/2011,F,Urban,Married,124.0,26.0,3.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,341.088276,SUV,Medsize,Employed,44723
OZ89964,California,No,Basic,High School or Below,1/30/2011,M,Suburban,Single,116.0,34.0,28.0,2.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,556.8,Sports Car,Small,Employed,35979
PV62467,California,No,Basic,College,1/27/2011,F,Rural,Married,61.0,21.0,76.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize,Employed,36413
QZ71100,California,No,Basic,Bachelor,2/17/2011,M,Suburban,Single,196.0,31.0,78.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Call Center,2092.523421,Luxury Car,Medsize,Unemployed,0
UA63517,California,No,Basic,Doctor,1/27/2011,F,Suburban,Married,112.0,19.0,86.0,1.0,8.0,Personal Auto,Personal L3,Offer2,Branch,537.6,Sports Car,Medsize,Unemployed,0
BD69478,California,No,Basic,College,1/1/2011,M,Suburban,Married,66.0,8.0,99.0,0.0,9.0,Personal Auto,Personal L2,Offer2,Call Center,623.751121,Two-Door Car,Small,Employed,51883
GV41938,California,No,Premium,High School or Below,2/6/2011,F,Suburban,Married,151.0,33.0,94.0,1.0,2.0,Personal Auto,Personal L1,Offer1,Call Center,1087.2,SUV,Medsize,Unemployed,0
UA73107,California,Yes,Basic,Bachelor,2/17/2011,M,Suburban,Divorced,71.0,13.0,24.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,Retired,18608
XU43725,California,No,Extended,College,1/16/2011,F,Suburban,Single,127.0,0.0,71.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Web,677.868206,SUV,Medsize,Unemployed,0
MT78037,California,No,Basic,High School or Below,2/3/2011,M,Suburban,Divorced,69.0,20.0,0.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,Employed,55964
FH81263,California,No,Basic,High School or Below,2/10/2011,M,Suburban,Married,74.0,19.0,68.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small,Employed,85510
SZ94413,California,No,Extended,High School or Below,2/28/2011,M,Urban,Married,84.0,6.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,225.654806,,Medsize,Employed,30706
HI48554,California,No,Basic,High School or Below,1/16/2011,F,Suburban,Married,69.0,8.0,68.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Small,Medical Leave,29587
YR30159,California,No,Basic,College,2/6/2011,M,Suburban,Divorced,181.0,5.0,12.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,1579.854155,Luxury Car,Medsize,Employed,20309
EV15014,California,No,Basic,Bachelor,1/25/2011,M,Suburban,Single,71.0,22.0,0.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,599.375099,Four-Door Car,Medsize,Unemployed,0
BM16805,California,No,Basic,College,1/25/2011,F,Suburban,Married,103.0,30.0,52.0,1.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,618.688651,SUV,Medsize,Disabled,12470
IB60476,California,No,Basic,Master,1/25/2011,M,Suburban,Married,107.0,31.0,41.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,513.6,Sports Car,Medsize,Unemployed,0
YC63458,California,No,Basic,Bachelor,1/22/2011,F,Rural,Married,74.0,13.0,13.0,1.0,5.0,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize,Employed,86498
VS42598,California,Yes,Basic,Bachelor,1/25/2011,F,Rural,Married,69.0,14.0,94.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,159.383042,Two-Door Car,Medsize,Employed,62902
BB65725,California,No,Basic,College,2/11/2011,M,Urban,Married,102.0,19.0,87.0,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize,Employed,57293
UZ86963,California,No,Extended,High School or Below,1/28/2011,F,Suburban,Single,129.0,33.0,14.0,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Agent,928.8,Sports Car,Medsize,Unemployed,0
RR39300,California,No,Extended,High School or Below,2/8/2011,F,Urban,Married,122.0,12.0,0.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,421.70554,SUV,Medsize,Employed,51255
IU25994,California,No,Extended,College,2/16/2011,M,Suburban,Married,125.0,23.0,4.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Branch,626.411563,SUV,Medsize,Unemployed,0
IO81315,California,No,Basic,College,2/21/2011,F,Rural,Married,61.0,14.0,84.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,47.95916,Four-Door Car,Small,Employed,69241
JC93010,California,Yes,Basic,Bachelor,1/26/2011,M,Suburban,Married,63.0,27.0,52.0,0.0,7.0,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize,Employed,25632
XO56170,California,No,Basic,High School or Below,2/13/2011,F,Urban,Divorced,72.0,27.0,42.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,224.483337,Four-Door Car,Medsize,Employed,87428
QS65968,California,No,Basic,Master,2/1/2011,M,Suburban,Married,104.0,22.0,32.0,0.0,3.0,Personal Auto,Personal L3,Offer4,Agent,499.2,SUV,Medsize,Employed,98796
PT42203,California,No,Premium,College,1/25/2011,M,Rural,Married,101.0,3.0,95.0,0.0,3.0,Corporate Auto,Corporate L1,Offer4,Web,233.169575,Four-Door Car,Medsize,Employed,78617
SX87181,California,No,Basic,Bachelor,2/6/2011,F,Suburban,Single,65.0,21.0,61.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Large,Unemployed,0
RE85409,California,No,Basic,High School or Below,2/21/2011,M,Rural,Married,67.0,16.0,70.0,0.0,8.0,Personal Auto,Personal L2,Offer3,Agent,98.66095,Four-Door Car,Medsize,Employed,93893
YW95322,California,No,Extended,Bachelor,1/23/2011,M,Suburban,Married,88.0,15.0,81.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Small,Employed,23629
TL39187,California,No,Extended,Bachelor,2/23/2011,M,Suburban,Single,91.0,24.0,28.0,0.0,8.0,Corporate Auto,Corporate L3,Offer3,Branch,655.404481,Two-Door Car,Medsize,Unemployed,0
XP41644,California,No,Basic,High School or Below,1/19/2011,M,Urban,Single,114.0,19.0,10.0,1.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,396.105473,Sports Car,Medsize,Employed,30574
FZ89300,California,No,Extended,Bachelor,1/31/2011,F,Urban,Single,92.0,16.0,59.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,255.277041,Four-Door Car,Medsize,Employed,69555
,California,No,Extended,Bachelor,1/17/2011,M,Suburban,Married,98.0,29.0,89.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Branch,470.4,Two-Door Car,Small,Medical Leave,19634
BD35524,California,No,Basic,Bachelor,2/21/2011,M,Suburban,Married,69.0,20.0,59.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,337.596914,Two-Door Car,Medsize,Disabled,15776
EW68125,California,No,Basic,Bachelor,2/7/2011,F,Urban,Divorced,62.0,15.0,0.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Agent,157.990123,Four-Door Car,Large,Employed,46819
TT86956,California,No,Basic,Master,1/15/2011,F,Urban,Married,65.0,27.0,14.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,301.867895,Four-Door Car,Large,Employed,47950
KA67497,California,No,Basic,High School or Below,2/2/2011,F,Suburban,Single,63.0,16.0,35.0,1.0,2.0,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize,Unemployed,0
TM68292,California,No,Basic,Master,1/6/2011,F,Suburban,Single,69.0,31.0,15.0,4.0,3.0,Personal Auto,Personal L2,Offer4,Branch,331.2,Four-Door Car,Small,Medical Leave,12626
SC23927,California,Yes,Extended,High School or Below,2/18/2011,M,Suburban,Divorced,133.0,35.0,90.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize,Retired,20993
BO92934,California,No,Extended,High School or Below,2/16/2011,M,Suburban,Married,93.0,2.0,63.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,446.4,Four-Door Car,Small,Disabled,24392
XR82418,California,Yes,Basic,Bachelor,1/11/2011,M,Rural,Married,62.0,1.0,99.0,0.0,5.0,Personal Auto,Personal L1,Offer2,Call Center,80.73124,Four-Door Car,Medsize,Employed,86305
XS56253,California,No,Basic,Bachelor,2/15/2011,M,Suburban,Single,110.0,18.0,95.0,3.0,7.0,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize,Unemployed,0
UC34044,California,No,Basic,College,1/27/2011,F,Suburban,Married,65.0,34.0,36.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Web,333.441673,Four-Door Car,Small,Employed,56701
MU64306,California,No,Basic,College,2/6/2011,M,Rural,Married,105.0,28.0,19.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Web,80.129332,SUV,Medsize,Employed,57074
UI33675,California,No,Basic,Bachelor,1/21/2011,M,Suburban,Single,72.0,17.0,87.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Medsize,Unemployed,0
UX24010,California,No,Basic,Bachelor,1/4/2011,F,Suburban,Married,65.0,25.0,70.0,1.0,5.0,Personal Auto,Personal L1,Offer1,Agent,725.849253,Four-Door Car,Small,Employed,53614
GC69429,California,No,Extended,Master,1/14/2011,M,Suburban,Divorced,135.0,18.0,56.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,648.0,SUV,Medsize,Unemployed,0
XA27299,California,No,Extended,Bachelor,1/24/2011,M,Suburban,Single,128.0,35.0,71.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,789.775123,SUV,Medsize,Unemployed,0
MT39460,,No,Basic,Master,2/19/2011,M,Urban,Single,62.0,22.0,61.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,294.258612,Four-Door Car,Medsize,Employed,76441
NM33351,California,No,Extended,Bachelor,2/26/2011,F,Rural,Divorced,98.0,17.0,78.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,3.246203,Two-Door Car,Small,Employed,86134
IR29181,California,No,Premium,High School or Below,2/14/2011,M,Suburban,Married,117.0,25.0,32.0,0.0,7.0,Corporate Auto,Corporate L2,Offer1,Branch,842.4,Four-Door Car,Small,Employed,45262
TE79454,California,No,Extended,Bachelor,1/8/2011,F,Suburban,Single,222.0,26.0,50.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Branch,1123.485329,Luxury Car,Medsize,Unemployed,0
US34108,California,No,Basic,Bachelor,2/19/2011,F,Suburban,Married,63.0,1.0,93.0,4.0,4.0,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,Employed,27725
LG45849,California,No,Premium,Doctor,1/19/2011,M,Suburban,Married,117.0,8.0,90.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,561.6,Two-Door Car,Small,Employed,27985
FI25204,California,No,Extended,Master,2/16/2011,F,Urban,Single,92.0,21.0,49.0,2.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,328.348506,Two-Door Car,Medsize,Employed,29673
YM24620,California,No,Basic,Master,1/4/2011,M,Suburban,Married,113.0,4.0,39.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,767.242337,SUV,Small,Employed,24790
UG49494,California,No,Basic,High School or Below,1/13/2011,F,Suburban,Single,73.0,7.0,42.0,1.0,3.0,Personal Auto,Personal L1,Offer1,Agent,481.014309,Four-Door Car,Medsize,Employed,57846
VM77872,California,No,Premium,High School or Below,1/5/2011,M,Suburban,Single,111.0,22.0,95.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Branch,799.2,Four-Door Car,Large,Unemployed,0
EY49684,California,No,Basic,Bachelor,2/25/2011,F,Rural,Divorced,61.0,16.0,57.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,32.454659,Four-Door Car,Medsize,Unemployed,0
XB70333,California,No,Premium,High School or Below,1/17/2011,M,Suburban,Single,109.0,5.0,36.0,4.0,3.0,Personal Auto,Personal L3,Offer1,Agent,852.256188,Four-Door Car,Medsize,Retired,10738
BC75105,California,No,Extended,College,1/23/2011,M,Urban,Divorced,81.0,8.0,49.0,5.0,1.0,Personal Auto,Personal L3,Offer3,Agent,380.595522,Four-Door Car,Medsize,Employed,45587
BR22486,California,No,Basic,College,2/27/2011,F,Suburban,Single,63.0,12.0,56.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Agent,332.847984,Four-Door Car,Medsize,Employed,82940
JT27173,California,No,Basic,College,1/17/2011,M,Urban,Married,101.0,4.0,29.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,285.048692,SUV,Medsize,Employed,42633
AT31367,California,Yes,Extended,College,2/16/2011,F,Suburban,Divorced,86.0,21.0,76.0,0.0,6.0,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,Retired,18577
EW17514,California,Yes,Premium,Master,1/26/2011,M,Rural,Married,119.0,25.0,89.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,Employed,60880
QJ31447,California,No,Basic,Master,2/7/2011,M,Suburban,Married,61.0,0.0,74.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize,Employed,22582
BC85847,California,No,Basic,Bachelor,1/22/2011,F,Suburban,Single,64.0,0.0,72.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Call Center,585.058877,Four-Door Car,Small,Unemployed,0
FP53421,California,No,Basic,High School or Below,1/19/2011,M,Suburban,Divorced,70.0,20.0,34.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,336.0,Four-Door Car,Medsize,Retired,25944
ZF54421,California,Yes,Extended,High School or Below,1/20/2011,M,Suburban,Single,83.0,30.0,72.0,0.0,7.0,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small,Employed,34498
EG81847,California,No,Extended,High School or Below,1/29/2011,F,Suburban,Single,124.0,30.0,66.0,1.0,2.0,Personal Auto,Personal L1,Offer1,Call Center,597.578875,SUV,Medsize,Employed,31027
SE21603,California,No,Basic,Bachelor,1/23/2011,M,Suburban,Single,71.0,10.0,20.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,484.87847,Four-Door Car,Medsize,Unemployed,0
RA47157,California,No,Extended,High School or Below,2/18/2011,M,Urban,Married,87.0,4.0,30.0,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Agent,246.515921,Two-Door Car,Medsize,Employed,45609
ZA45956,California,Yes,Premium,Master,2/13/2011,F,Suburban,Divorced,181.0,22.0,79.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,Disabled,16181
